Value Set Name,Code System,Code,Code Description,,,
Encephalopathy,SNOMEDCT,434201000124105,"Grand mal status epilepticus, refractory",,,
Encephalopathy,SNOMEDCT,87235005,Dialysis disequilibrium syndrome,,,
Encephalopathy,SNOMEDCT,111897007,Acute necrotising encephalitis,,,
Encephalopathy,SNOMEDCT,52913008,Brain stem contusion with open intracranial wound AND no loss of consciousness,,,
Encephalopathy,SNOMEDCT,31367003,Postvaccinal encephalomyelitis,,,
Encephalopathy,SNOMEDCT,209827006,Concussion with less than 1 hour loss of consciousness,,,
Encephalopathy,SNOMEDCT,78968003,Brain stem contusion with open intracranial wound,,,
Encephalopathy,SNOMEDCT,66393002,Brain stem contusion with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,192709004,Post plague vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,237706000,Autoimmune hypophysitis,,,
Encephalopathy,SNOMEDCT,237730003,Hypothalamic overactivity,,,
Encephalopathy,SNOMEDCT,432021000124104,"Migrating partial seizures in infancy, non-refractory",,,
Encephalopathy,SNOMEDCT,83501007,Organic mood disorder of mixed type,,,
Encephalopathy,SNOMEDCT,230753000,Hydrocephalus due to cerebrospinal fluid overproduction,,,
Encephalopathy,SNOMEDCT,248260009,Unrefreshed by sleep,,,
Encephalopathy,SNOMEDCT,432541000124104,"Epilepsia partialis continua, non-refractory",,,
Encephalopathy,SNOMEDCT,417143004,Short duration flashbacks,,,
Encephalopathy,SNOMEDCT,420351005,Adult-onset growth hormone deficiency,,,
Encephalopathy,SNOMEDCT,15139001,Chronic brain-hydrocephalus syndrome,,,
Encephalopathy,SNOMEDCT,74012004,Congenital anomaly of pituitary gland,,,
Encephalopathy,SNOMEDCT,2355008,Rud's syndrome,,,
Encephalopathy,SNOMEDCT,38837006,Acquired porencephaly,,,
Encephalopathy,SNOMEDCT,19276002,Congenital cerebral cyst,,,
Encephalopathy,SNOMEDCT,444451000124106,"Generalized epilepsy with febrile seizures plus, non-refractory",,,
Encephalopathy,SNOMEDCT,117891000119100,Simple partial seizure,,,
Encephalopathy,SNOMEDCT,698958008,Delirium in remission,,,
Encephalopathy,SNOMEDCT,609221008,Paroxysmal kinesigenic dyskinesia,,,
Encephalopathy,SNOMEDCT,703543005,Infantile ascending hereditary spastic paralysis,,,
Encephalopathy,SNOMEDCT,702628006,Congenital anomaly of cerebrum,,,
Encephalopathy,SNOMEDCT,703041000,Dysexecutive syndrome,,,
Encephalopathy,SNOMEDCT,340181000009103,Hereditary amblyopia with quadriplegia in the Irish Setter,,,
Encephalopathy,SNOMEDCT,784541000000101,Infrequent episodic tension-type headache,,,
Encephalopathy,SNOMEDCT,231453009,Lobotomy syndrome,,,
Encephalopathy,SNOMEDCT,191478006,Alcoholic paranoia,,,
Encephalopathy,SNOMEDCT,434311000124104,Acute cerebellar ataxia,,,
Encephalopathy,SNOMEDCT,192876003,Myxoedema cerebellar degeneration,,,
Encephalopathy,SNOMEDCT,56848002,Foville-Wilson syndrome,,,
Encephalopathy,SNOMEDCT,703370002,Megalencephaly-capillary malformation syndrome,,,
Encephalopathy,SNOMEDCT,255045009,Benign pinealoma,,,
Encephalopathy,SNOMEDCT,188296005,Malignant neoplasm of medulla oblongata,,,
Encephalopathy,SNOMEDCT,65705009,Porencephalic cyst,,,
Encephalopathy,SNOMEDCT,422474003,Partial absence of septum pellucidum,,,
Encephalopathy,SNOMEDCT,237717004,Arachnoid cyst of pituitary,,,
Encephalopathy,SNOMEDCT,441460004,Cysticercosis of brain,,,
Encephalopathy,SNOMEDCT,25410001000004100,Mass of right parietal lobe of brain,,,
Encephalopathy,SNOMEDCT,434481000124102,"Idiopathic generalized epilepsy, refractory",,,
Encephalopathy,SNOMEDCT,432171000124102,"Severe myoclonic epilepsy in infancy, refractory",,,
Encephalopathy,SNOMEDCT,230228004,Early onset cerebellar ataxia with retained tendon reflexes,,,
Encephalopathy,SNOMEDCT,53429002,Cerebellar laceration with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,209978003,"Extradural hemorrhage following injury with open intracranial wound, with no loss of consciousness",,,
Encephalopathy,SNOMEDCT,87043009,Cerebral anoxia after obstetrical surgery AND/OR other procedure including delivery,,,
Encephalopathy,SNOMEDCT,709073001,Neurocognitive disorder,,,
Encephalopathy,SNOMEDCT,230716006,Carotid territory transient ischaemic attack,,,
Encephalopathy,SNOMEDCT,15316002,Simian B encephalomyelitis,,,
Encephalopathy,SNOMEDCT,9501009,Cerebellar laceration with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,209920007,"Brain contusion with open intracranial wound, with no loss of consciousness",,,
Encephalopathy,SNOMEDCT,192721000,Post influenza vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,434961000124102,Cerebral infarction due to middle cerebral artery occlusion,,,
Encephalopathy,SNOMEDCT,209987007,Traumatic subdural haemorrhage,,,
Encephalopathy,SNOMEDCT,314061000009109,Nonsuppurative meningoencephalitis,,,
Encephalopathy,SNOMEDCT,253108002,Temporal encephalocele,,,
Encephalopathy,SNOMEDCT,67876003,Congenital obstruction of aqueduct of Sylvius,,,
Encephalopathy,SNOMEDCT,253182004,Dentate dysplasia,,,
Encephalopathy,SNOMEDCT,253184003,Chiari malformation,,,
Encephalopathy,SNOMEDCT,253178001,Granular cell hypoplasia,,,
Encephalopathy,SNOMEDCT,62158001,Status marmoratus,,,
Encephalopathy,SNOMEDCT,253171007,Dysgenesis of the cerebellum,,,
Encephalopathy,SNOMEDCT,16026008,Congenital cerebellar hypoplasia,,,
Encephalopathy,SNOMEDCT,230302004,Pallidal degeneration,,,
Encephalopathy,SNOMEDCT,39003006,Psychoactive substance-induced organic delirium,,,
Encephalopathy,SNOMEDCT,699813007,Xanthogranuloma of choroid plexus,,,
Encephalopathy,SNOMEDCT,231448004,Age-associated memory impairment,,,
Encephalopathy,SNOMEDCT,371107004,Seizures complicating intracranial haemorrhage in the newborn,,,
Encephalopathy,SNOMEDCT,204043002,Hypoplasia of corpus callosum,,,
Encephalopathy,SNOMEDCT,203950009,Lumbar spina bifida with hydrocephalus - closed,,,
Encephalopathy,SNOMEDCT,45163000,Congenital pontocerebellar hypoplasia,,,
Encephalopathy,SNOMEDCT,29610001000004100,Mass of parietotemporal region of brain,,,
Encephalopathy,SNOMEDCT,17570001000004100,Mass of right temporal lobe,,,
Encephalopathy,SNOMEDCT,431151000124103,"Childhood absence epilepsy, refractory",,,
Encephalopathy,SNOMEDCT,430871000124109,"Seizures in the newborn, non-refractory",,,
Encephalopathy,SNOMEDCT,264906008,Pituitary macroadenoma with extrasellar extension,,,
Encephalopathy,SNOMEDCT,188287005,Malignant neoplasm of thalamus,,,
Encephalopathy,SNOMEDCT,188308004,Malignant neoplasm of olfactory bulb,,,
Encephalopathy,SNOMEDCT,5601000124105,Thrombosis of posterior inferior cerebellar artery,,,
Encephalopathy,SNOMEDCT,5645008,Nasal glial heterotopia,,,
Encephalopathy,SNOMEDCT,230791000,Hypothalamic neuronal hamartoma,,,
Encephalopathy,SNOMEDCT,230525002,Compression of optic radiation,,,
Encephalopathy,SNOMEDCT,204061006,Congenital atresia of foramen of Magendie,,,
Encephalopathy,SNOMEDCT,126953009,Neoplasm of cerebrum,,,
Encephalopathy,SNOMEDCT,230367007,Neuraxonal leucodystrophy,,,
Encephalopathy,SNOMEDCT,428638009,Encephalitis due to Herpesviridae,,,
Encephalopathy,SNOMEDCT,230210001,Brainstem pyogenic abscess,,,
Encephalopathy,SNOMEDCT,209922004,"Brain contusion with open intracranial wound, with 1-24 hours loss of consciousness",,,
Encephalopathy,SNOMEDCT,229692002,Oral dystonia,,,
Encephalopathy,SNOMEDCT,111593004,Closed fracture of vault of skull with intracranial haemorrhage,,,
Encephalopathy,SNOMEDCT,418480000,Eosinophilic meningoencephalitis due to Angiostrongylus cantonensis,,,
Encephalopathy,SNOMEDCT,209867007,"Cortex laceration with open intracranial wound, with more than 24 hours loss of consciousness and return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,230157006,Viral ventriculitis,,,
Encephalopathy,SNOMEDCT,10082001,Progressive rubella panencephalitis,,,
Encephalopathy,SNOMEDCT,328371000009102,Encephalitis due to Halicephalobus deletrix,,,
Encephalopathy,SNOMEDCT,16837005,Brain stem contusion with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,127301001,Traumatic brain injury with prolonged loss of consciousness,,,
Encephalopathy,SNOMEDCT,71105005,Ilheus virus encephalitis,,,
Encephalopathy,SNOMEDCT,62950007,Encephalomyelitis,,,
Encephalopathy,SNOMEDCT,192707002,Post paratyphoid vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,312217003,Infective ventriculitis,,,
Encephalopathy,SNOMEDCT,278849000,Cerebral atrophy,,,
Encephalopathy,SNOMEDCT,24059009,Acute cerebellar ataxia due to varicella,,,
Encephalopathy,SNOMEDCT,407472000,Nairoviral encephalitis,,,
Encephalopathy,SNOMEDCT,262949005,Traumatic extradural hematoma,,,
Encephalopathy,SNOMEDCT,128128003,Disorder of cerebral cortex,,,
Encephalopathy,SNOMEDCT,307359001,Congenital agenesis of brainstem nuclei,,,
Encephalopathy,SNOMEDCT,277479000,Postnatal hypoxic encephalopathy,,,
Encephalopathy,SNOMEDCT,206578007,Neonatal cerebral leukomalacia,,,
Encephalopathy,SNOMEDCT,203943005,Lumbar spina bifida with hydrocephalus - open,,,
Encephalopathy,SNOMEDCT,253118007,Thoracolumbar spina bifida with hydrocephalus - closed,,,
Encephalopathy,SNOMEDCT,203957007,Dandy-Walker syndrome with spina bifida,,,
Encephalopathy,SNOMEDCT,203941007,Cervical spina bifida with hydrocephalus - open,,,
Encephalopathy,SNOMEDCT,203955004,Spina bifida with stenosis of aqueduct of Sylvius,,,
Encephalopathy,SNOMEDCT,277480002,Neonatal asphyxial encephalopathy,,,
Encephalopathy,SNOMEDCT,203942000,Thoracic spina bifida with hydrocephalus - open,,,
Encephalopathy,SNOMEDCT,253153000,Cortical dysplasia,,,
Encephalopathy,SNOMEDCT,271479005,Benign neoplasm of pituitary gland and craniopharyngeal duct,,,
Encephalopathy,SNOMEDCT,321001000009103,Pituitary pars intermedia dysfunction,,,
Encephalopathy,SNOMEDCT,166071000000101,Congenital dilated lateral ventricles of brain,,,
Encephalopathy,SNOMEDCT,111936002,Cerebral sarcoidosis,,,
Encephalopathy,SNOMEDCT,237708004,Granulomatous giant-cell hypophysitis,,,
Encephalopathy,SNOMEDCT,192712001,Post pertussis vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,209900006,Hind brain laceration with open intracranial wound,,,
Encephalopathy,SNOMEDCT,127294003,Acquired brain injury,,,
Encephalopathy,SNOMEDCT,188295009,Malignant neoplasm of cerebral peduncle,,,
Encephalopathy,SNOMEDCT,448148000,Functioning pituitary neoplasm,,,
Encephalopathy,SNOMEDCT,188280007,Malignant neoplasm of cerebrum (excluding lobes and ventricles),,,
Encephalopathy,SNOMEDCT,384993003,Periventricular haemorrhagic venous infarct,,,
Encephalopathy,SNOMEDCT,428061005,Malignant neoplasm of brain,,,
Encephalopathy,SNOMEDCT,129608008,Progressive pyramidopallidal degeneration,,,
Encephalopathy,SNOMEDCT,447232008,Ependymal cyst of ventricle of brain,,,
Encephalopathy,SNOMEDCT,126961004,Neoplasm of brain stem,,,
Encephalopathy,SNOMEDCT,702318008,Mixed cerebral palsy,,,
Encephalopathy,SNOMEDCT,702421006,Familial encephalopathy with neuroserpin inclusion bodies,,,
Encephalopathy,SNOMEDCT,237351003,Mild postnatal psychosis,,,
Encephalopathy,SNOMEDCT,20899000,Brain stem laceration without open intracranial wound,,,
Encephalopathy,SNOMEDCT,698626001,Dementia associated with multiple sclerosis,,,
Encephalopathy,SNOMEDCT,87345009,Subdural haemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,5582005,Posterior fossa compression syndrome,,,
Encephalopathy,SNOMEDCT,1032761000000100,"Intraventricular (nontraumatic) haemorrhage, grade 4, of fetus and newborn",,,
Encephalopathy,SNOMEDCT,712647003,Spasmodic torticollis due to infection,,,
Encephalopathy,SNOMEDCT,41025001,Brain stem laceration with open intracranial wound AND moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,127311008,Intracranial hemorrhage following injury with prolonged loss of consciousness AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,28156009,Brain injury with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,29635000,Subdural haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,434151000124101,Cerebral infarction due to anterior cerebral artery occlusion,,,
Encephalopathy,SNOMEDCT,230208003,Cerebral pyogenic abscess,,,
Encephalopathy,SNOMEDCT,209828001,Concussion with 1-24 hours loss of consciousness,,,
Encephalopathy,SNOMEDCT,253129006,Benign autosomal dominant microcephaly,,,
Encephalopathy,SNOMEDCT,264534009,Hypothalamic injury,,,
Encephalopathy,SNOMEDCT,698619001,Open fracture of vault of skull with concussion,,,
Encephalopathy,SNOMEDCT,445014002,Paraneoplastic limbic encephalitis,,,
Encephalopathy,SNOMEDCT,52281009,Meningoencephalitis due to Naegleria,,,
Encephalopathy,SNOMEDCT,389197004,Microcephalic osteodysplastic dysplasia,,,
Encephalopathy,SNOMEDCT,429171000124105,"Seizures in the newborn, refractory",,,
Encephalopathy,SNOMEDCT,163665004,O/E - athetosis,,,
Encephalopathy,SNOMEDCT,91955005,"Azorean disease, type III",,,
Encephalopathy,SNOMEDCT,462165005,Foetal choroid plexus cyst,,,
Encephalopathy,SNOMEDCT,188282004,Malignant neoplasm of cerebral cortex,,,
Encephalopathy,SNOMEDCT,92052008,Benign neoplasm of cerebral ventricle,,,
Encephalopathy,SNOMEDCT,188462001,Secondary malignant neoplasm of brain and spinal cord,,,
Encephalopathy,SNOMEDCT,428960009,Low grade glioma of brainstem,,,
Encephalopathy,SNOMEDCT,192792002,Cerebral degeneration in Niemann-Pick disease,,,
Encephalopathy,SNOMEDCT,363467004,Malignant neoplasm of frontal lobe,,,
Encephalopathy,SNOMEDCT,417075004,California encephalitis virus infection neuroinvasive disease,,,
Encephalopathy,SNOMEDCT,111677000,Subdural hemorrhage following injury with open intracranial wound and prolonged loss of consciousness (more than 24 hours) and without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,415525005,Siberian tick-borne encephalitis,,,
Encephalopathy,SNOMEDCT,51399001,Toxic encephalopathy due to lead,,,
Encephalopathy,SNOMEDCT,34501004,Intracranial haemorrhage following injury with intracranial wound AND moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,193028008,Sick headache,,,
Encephalopathy,SNOMEDCT,5073009,Brain stem laceration with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,703302009,Moderate hypoxic ischaemic encephalopathy,,,
Encephalopathy,SNOMEDCT,433931000124109,Cerebral infarction due to internal carotid artery occlusion,,,
Encephalopathy,SNOMEDCT,28188001,Brain injury with open intracranial wound,,,
Encephalopathy,SNOMEDCT,699314009,Migraine with persistent visual aura,,,
Encephalopathy,SNOMEDCT,702393003,CHMP2B-related frontotemporal dementia,,,
Encephalopathy,SNOMEDCT,253158009,Hydranencephaly with proliferative vasculopathy,,,
Encephalopathy,SNOMEDCT,12050001000004100,Mass of left frontal lobe of brain,,,
Encephalopathy,SNOMEDCT,430711000124109,Subcortical nodular heterotopia,,,
Encephalopathy,SNOMEDCT,431461000124109,"Juvenile absence epilepsy, refractory",,,
Encephalopathy,SNOMEDCT,699331002,Granular cell tumour of neurohypophysis,,,
Encephalopathy,SNOMEDCT,307756005,"Cerebral palsy, not congenital or infantile, acute",,,
Encephalopathy,SNOMEDCT,83159006,Cytomegalovirus encephalitis,,,
Encephalopathy,SNOMEDCT,73308006,Extradural haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,95610008,Congenital brain damage,,,
Encephalopathy,SNOMEDCT,702632000,Acquired brain injury,,,
Encephalopathy,SNOMEDCT,240393003,Listeria cerebritis,,,
Encephalopathy,SNOMEDCT,44248001,Raymond-Cestan syndrome,,,
Encephalopathy,SNOMEDCT,58766009,Granulomatous meningoencephalomyelitis,,,
Encephalopathy,SNOMEDCT,209829009,Concussion with more than 24 hours loss of consciousness and return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,237705001,Hypophysitis,,,
Encephalopathy,SNOMEDCT,262691009,Laceration of cerebrum,,,
Encephalopathy,SNOMEDCT,55489003,Eosinophilic meningoencephalitis,,,
Encephalopathy,SNOMEDCT,127312001,Intracranial hemorrhage following injury with prolonged loss of consciousness without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,209848008,"Cortex contusion with open intracranial wound, with 1-24 hours loss of consciousness",,,
Encephalopathy,SNOMEDCT,192724008,Post mixed vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,237684005,Sheehan's syndrome,,,
Encephalopathy,SNOMEDCT,29753000,Partial seizure,,,
Encephalopathy,SNOMEDCT,313811000009100,Nonsuppurative encephalomyelitis,,,
Encephalopathy,SNOMEDCT,277551000009106,Eosinophilic meningoencephalomyelitis,,,
Encephalopathy,SNOMEDCT,111605007,Open fracture of base of skull with intracranial haemorrhage,,,
Encephalopathy,SNOMEDCT,209924003,"Brain contusion with open intracranial wound, with more than 24 hours loss of consciousness without return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,209921006,"Brain contusion with open intracranial wound, with more than 1 hour loss of consciousness",,,
Encephalopathy,SNOMEDCT,59633005,Subarachnoid hemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,92256001,Benign neoplasm of olfactory nerve,,,
Encephalopathy,SNOMEDCT,237691008,Psychosocial growth hormone deficiency,,,
Encephalopathy,SNOMEDCT,608817003,Pituicytoma,,,
Encephalopathy,SNOMEDCT,449420002,Malignant neoplasm of cerebellum,,,
Encephalopathy,SNOMEDCT,93964007,Primary malignant neoplasm of pituitary gland,,,
Encephalopathy,SNOMEDCT,188292007,Malignant tumor of choroid plexus,,,
Encephalopathy,SNOMEDCT,429851000124107,Anterior inferior cerebellar artery embolism,,,
Encephalopathy,SNOMEDCT,126960003,Neoplasm of cerebellum,,,
Encephalopathy,SNOMEDCT,237719001,Pituitary adenoma with extrasellar extension,,,
Encephalopathy,SNOMEDCT,237120002,Hypothalamic amenorrhea,,,
Encephalopathy,SNOMEDCT,111601003,Closed fracture of base of skull with intracranial haemorrhage,,,
Encephalopathy,SNOMEDCT,192720004,Post rubella vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,703304005,Hypoxic ischemic encephalopathy due to strangulation,,,
Encephalopathy,SNOMEDCT,194070006,Inflammatory disorder of visual cortex,,,
Encephalopathy,SNOMEDCT,703303004,Severe hypoxic ischemic encephalopathy,,,
Encephalopathy,SNOMEDCT,162702000,O/E - mentally confused,,,
Encephalopathy,SNOMEDCT,75507000,Subarachnoid hemorrhage following injury with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,187094001,Cerebral cryptococcosis,,,
Encephalopathy,SNOMEDCT,13752003,Brain injury with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,126944002,Brain damage due to hypoxia,,,
Encephalopathy,SNOMEDCT,963741000000101,Bacterial meningoencephalomyelitis,,,
Encephalopathy,SNOMEDCT,230166005,Rocio virus encephalitis,,,
Encephalopathy,SNOMEDCT,209847003,"Cortex contusion with open intracranial wound, with less than 1 hour loss of consciousness",,,
