code_type,code_value,description,hcc_id
ICD10CM,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,18
ICD10CM,E11.311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,18
ICD10CM,E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,18
ICD10CM,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E11.3213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E11.3219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E11.3291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E11.3292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E11.3293,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",18
ICD10CM,E11.3299,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",18
ICD10CM,E11.3311,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E11.3312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E11.3313,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E11.3319,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E11.3391,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E11.3392,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E11.3393,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",18
ICD10CM,E11.3399,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",18
ICD10CM,E11.3411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E11.3412,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E11.3413,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E11.3419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E11.3491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E11.3492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E11.3493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",18
ICD10CM,E11.3499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",18
ICD10CM,E11.3511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E11.3512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E11.3513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E11.3521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",18
ICD10CM,E11.3522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",18
ICD10CM,E11.3523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",18
ICD10CM,E11.3529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",18
ICD10CM,E11.3531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",18
ICD10CM,E11.3532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",18
ICD10CM,E11.3533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",18
ICD10CM,E11.3539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",18
ICD10CM,E11.3541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",18
ICD10CM,E11.3542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",18
ICD10CM,E11.3543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",18
ICD10CM,E11.3549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",18
ICD10CM,E11.3551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",18
ICD10CM,E11.3552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",18
ICD10CM,E11.3553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",18
ICD10CM,E11.3559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",18
ICD10CM,E11.3591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E11.3592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E11.3593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",18
ICD10CM,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",18
ICD10CM,E11.36,Type 2 diabetes mellitus with diabetic cataract,18
ICD10CM,E11.37X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",18
ICD10CM,E11.37X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",18
ICD10CM,E11.37X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",18
ICD10CM,E11.37X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",18
ICD10CM,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,18
ICD10CM,E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",18
ICD10CM,E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,18
ICD10CM,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,18
ICD10CM,E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,18
ICD10CM,E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,18
ICD10CM,E11.49,Type 2 diabetes mellitus with other diabetic neurological complication,18
ICD10CM,E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,18
ICD10CM,E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,18
ICD10CM,E11.59,Type 2 diabetes mellitus with other circulatory complications,18
ICD10CM,E11.610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,18
ICD10CM,E11.618,Type 2 diabetes mellitus with other diabetic arthropathy,18
ICD10CM,E11.620,Type 2 diabetes mellitus with diabetic dermatitis,18
ICD10CM,E11.621,Type 2 diabetes mellitus with foot ulcer,18
ICD10CM,E11.622,Type 2 diabetes mellitus with other skin ulcer,18
ICD10CM,E11.628,Type 2 diabetes mellitus with other skin complications,18
ICD10CM,E11.630,Type 2 diabetes mellitus with periodontal disease,18
ICD10CM,E11.638,Type 2 diabetes mellitus with other oral complications,18
ICD10CM,E11.649,Type 2 diabetes mellitus with hypoglycemia without coma,18
ICD10CM,E11.65,Type 2 diabetes mellitus with hyperglycemia,18
ICD10CM,E11.69,Type 2 diabetes mellitus with other specified complication,18
ICD10CM,E11.8,Type 2 diabetes mellitus with unspecified complications,18
ICD10CM,E13.21,Other specified diabetes mellitus with diabetic nephropathy,18
ICD10CM,E13.22,Other specified diabetes mellitus with diabetic chronic kidney disease,18
ICD10CM,E13.29,Other specified diabetes mellitus with other diabetic kidney complication,18
ICD10CM,E13.311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,18
ICD10CM,E13.319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,18
ICD10CM,E13.3211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E13.3212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E13.3213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E13.3219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E13.3291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E13.3292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E13.3293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",18
ICD10CM,E13.3299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",18
ICD10CM,E13.3311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E13.3312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E13.3313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E13.3319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E13.3391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E13.3392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E13.3393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",18
ICD10CM,E13.3399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",18
ICD10CM,E13.3411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",18
ICD10CM,E13.3412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",18
ICD10CM,E13.3413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",18
ICD10CM,E13.3419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",18
ICD10CM,E13.3491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",18
ICD10CM,E13.3492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",18
ICD10CM,E13.3493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",18
